['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RAET1L', '1', '0', '0', '1', '502', '0', '502', '0.990285996731436', '1\n']
['RAG1', '2', '0', '0', '2', '31', '0', '31', '0.0366346712838739', '1\n', '119591']
['RAG2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n', '196865']
['RAI1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RAI14', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RALB', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RALBP1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RALGAPA2', '3', '0', '0', '3', '1', '0', '1', '3.03587406827864e-06', '1\n', '151281']
['RALGPS2', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RANBP17', '2', '0', '0', '2', '25', '0', '25', '0.0252431009053942', '1\n']
['RANBP3L', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['RANBP6', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RAP1A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RAP1GAP', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['RAPGEF3', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['RAPGEF6', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RAPGEFL1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RAPH1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RARRES1', '6', '0', '0', '6', '15', '0', '15', '2.79471090999519e-08', '1\n']
['RARRES3', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RARS', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['RARS2', '1', '0', '0', '1', '21', '0', '21', '0.183124451583018', '1\n']
['RASA2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RASA3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RASA4', '0', '0', '0', '0', '11', '0', '11', '1', '1\n']
['RASAL1', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['RASAL3', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['RASD1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RASEF', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RASGEF1B', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['RASGRF1', '0', '0', '0', '0', '57', '0', '57', '1', '1\n']
['RASGRP2', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['RASGRP4', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RASSF1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RASSF2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RASSF4', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['RASSF5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RASSF6', '2', '0', '0', '2', '342', '0', '342', '0.823647627554138', '1\n']
['RASSF7', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['RASSF9', '2', '0', '0', '2', '45', '0', '45', '0.0690289480550521', '1\n']
['RAVER2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RB1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBBP6', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RBBP8', '2', '0', '0', '2', '8', '0', '8', '0.00358581920946871', '1\n']
['RBBP9', '0', '0', '0', '0', '12', '0', '12', '1', '1\n']
['RBCK1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RBKS', '2', '0', '0', '2', '327', '0', '327', '0.804231771653452', '1\n']
['RBL1', '0', '0', '0', '0', '21', '0', '21', '1', '1\n', 'ICGC_MB157']
['RBL2', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['RBM11', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM12B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RBM15', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['RBM19', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RBM20', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM23', '2', '0', '0', '2', '88', '0', '88', '0.19939073968083', '1\n']
['RBM27', '1', '0', '0', '1', '21', '0', '21', '0.183124451583018', '1\n']
['RBM28', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['RBM33', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM34', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM39', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBM43', '3', '0', '0', '3', '512', '0', '512', '0.850816687474523', '1\n']
['RBM44', '3', '0', '0', '3', '261', '0', '261', '0.435053018628544', '1\n']
['RBM8A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBMS1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RBMS3', '0', '0', '0', '0', '309', '0', '309', '1', '1\n']
['RBMXL1', '3', '0', '0', '3', '748', '0', '748', '0.968304115200847', '1\n']
['RBP3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RBP5', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['RBP7', '2', '0', '0', '2', '6', '0', '6', '0.00225846259906012', '1\n']
['RBPJ', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RBPJL', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n']
['RC3H2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RCBTB1', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['RCCD1', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['RCN1', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RCN2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RCN3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RCSD1', '1', '0', '0', '1', '12', '0', '12', '0.112651683545657', '1\n']
['RCVRN', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['RDH12', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['RDH13', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['RDH14', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RDH16', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['RDH5', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['RECK', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['RECQL', '5', '0', '0', '5', '334', '0', '334', '0.201245813788463', '1\n']
['RECQL5', '0', '0', '0', '0', '102', '0', '102', '1', '1\n']
['REEP3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['REEP4', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['REEP5', '2', '1', '0', '3', '26', '0', '26', '0.0270225277660121', '0.009151065341517\n']
['REEP6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['REG1B', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['REG3A', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['REG3G', '0', '0', '0', '0', '67', '0', '67', '1', '1\n']
['REG4', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['REL', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RELB', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['RELT', '1', '0', '0', '1', '76', '0', '76', '0.507424403666431', '1\n']
['REM1', '3', '0', '0', '3', '12', '0', '12', '0.000320269939772179', '1\n']
['REM2', '3', '0', '0', '3', '34', '0', '34', '0.00470967513422784', '1\n']
['RERG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RERGL', '1', '0', '0', '1', '270', '0', '270', '0.917441848263173', '1\n']
['RESP18', '1', '0', '0', '1', '33', '0', '33', '0.268466996505845', '1\n']
['RETN', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RETSAT', '6', '0', '0', '6', '614', '0', '614', '0.501409261321662', '1\n']
['REXO1L1P', '0', '0', '0', '0', '262', '0', '262', '1', '1\n']
['REXO4', '1', '0', '0', '1', '329', '0', '329', '0.952071922708492', '1\n']
['RFC1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RFC3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RFC4', '3', '0', '0', '3', '1', '0', '1', '3.03587406827864e-06', '1\n']
['RFC5', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['RFPL1', '2', '0', '0', '2', '101', '0', '101', '0.24301118640987', '1\n']
['RFPL2', '2', '0', '0', '2', '226', '0', '226', '0.618453358911283', '1\n']
['RFT1', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['RFTN1', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['RFWD3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RFX5', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n', '196865', '119591']
['RFX6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RFX8', '3', '0', '0', '3', '15', '0', '15', '0.000562730432581123', '1\n']
['RFXAP', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RGL3', '0', '0', '0', '0', '19', '0', '19', '1', '1\n']
['RGL4', '3', '0', '0', '3', '147', '0', '147', '0.159144362720869', '1\n']
['RGMB', '2', '0', '0', '2', '689', '0', '689', '0.987313697655261', '1\n']
['RGP1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RGPD3', '2', '0', '0', '2', '427', '0', '427', '0.904284519677681', '1\n']
['RGPD4', '2', '0', '0', '2', '965', '0', '965', '0.998671584392979', '1\n']
['RGR', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RGS1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RGS11', '4', '0', '0', '4', '96', '0', '96', '0.0136856172633899', '1\n']
['RGS12', '1', '0', '0', '1', '136', '0', '136', '0.716404008383686', '1\n']
['RGS14', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RGS18', '2', '0', '0', '2', '205', '0', '205', '0.566016732183835', '1\n']
['RGS20', '2', '0', '0', '2', '32', '0', '32', '0.0386929953391973', '1\n']
['RGS21', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['RGS22', '6', '2', '0', '8', '285', '0', '285', '0.0527407897991618', '0.000249464731258956\n']
['RGS3', '0', '0', '0', '0', '26', '0', '26', '1', '1\n']
['RGS5', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['RGS9', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['RGSL1', '2', '0', '0', '2', '47', '0', '47', '0.0742157961927765', '1\n']
['RHAG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RHBDD1', '2', '0', '0', '2', '20', '0', '20', '0.0171192916145528', '1\n']
['RHBDD2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RHBDD3', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RHBDF1', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['RHBDF2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RHBDL2', '2', '0', '0', '2', '205', '0', '205', '0.566016732183835', '1\n']
['RHBG', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['RHEBL1', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['RHNO1', '0', '0', '0', '0', '21', '0', '21', '1', '1\n']
['RHOBTB1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RHOF', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RHOT1', '1', '0', '0', '1', '15', '0', '15', '0.136792852516357', '1\n']
['RHPN1', '2', '0', '0', '2', '51', '0', '51', '0.0849436199782137', '1\n']
['RIBC2', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['RIC3', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RICTOR', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RIF1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RILP', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RIMKLB', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RIMS2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RINL', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RINT1', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['RIOK1', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RIOK2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RIOK3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RIPK3', '2', '0', '0', '2', '12', '0', '12', '0.00707756319219289', '1\n']
['RIPPLY2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RIPPLY3', '0', '0', '0', '0', '60', '0', '60', '1', '1\n']
['RIT1', '1', '0', '0', '1', '23', '0', '23', '0.198009461640459', '1\n']
['RIT2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RITA1', '0', '0', '0', '0', '142', '0', '142', '1', '1\n']
['RLBP1', '4', '0', '0', '4', '4', '0', '4', '4.74084286822792e-07', '1\n']
['RLN2', '1', '0', '0', '1', '29', '0', '29', '0.241058214513488', '1\n']
['RLN3', '1', '0', '0', '1', '95', '0', '95', '0.586421232496821', '1\n']
['RLTPR', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RMDN1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RMDN2', '2', '0', '0', '2', '391', '0', '391', '0.875556214437856', '1\n']
['RMDN3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RMI1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RMND1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RMND5B', '2', '0', '0', '2', '83', '0', '83', '0.182866203094335', '1\n']
['RNASE1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNASE2', '1', '0', '0', '1', '118', '0', '118', '0.665308307468491', '1\n']
['RNASE3', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['RNASE4', '1', '0', '0', '1', '18', '0', '18', '0.160277835299206', '1\n']
['RNASE8', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNASE9', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNASEH2B', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RNASEH2C', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNASEL', '0', '0', '0', '0', '41', '0', '41', '1', '1\n']
['RNASET2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RND2', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RNF103', '2', '0', '0', '2', '33', '0', '33', '0.0407943168778287', '1\n']
['RNF112', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RNF113B', '4', '0', '0', '4', '83', '0', '83', '0.00852101330909106', '1\n']
['RNF123', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF13', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF133', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RNF135', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['RNF14', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNF145', '1', '0', '0', '1', '4984', '0', '4984', '1', '1\n']
['RNF148', '1', '0', '0', '1', '109', '0', '109', '0.636408958134929', '1\n']
['RNF151', '0', '0', '0', '0', '0', '0', '0', '1', '1\n', 'ICGC_MB177']
['RNF157', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RNF167', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RNF168', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['RNF169', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RNF175', '3', '0', '0', '3', '40', '0', '40', '0.00718339163078155', '1\n']
['RNF180', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n', 'ICGC_MB307']
['RNF181', '0', '0', '0', '0', '15', '0', '15', '1', '1\n']
['RNF182', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['RNF183', '0', '0', '0', '0', '43', '0', '43', '1', '1\n']
['RNF185', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF186', '3', '0', '0', '3', '268', '0', '268', '0.451739883766243', '1\n']
['RNF19A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF19B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF20', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['RNF207', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['RNF213', '2', '0', '0', '2', '312', '0', '312', '0.782937774010813', '1\n']
['RNF215', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['RNF219', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNF222', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['RNF224', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNF31', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RNF32', '2', '0', '0', '2', '28', '0', '28', '0.0307274731438555', '1\n']
['RNF39', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['RNF43', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RNF44', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNFT1', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['RNH1', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['RNLS', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['RNMT', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNPC3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RNPEP', '3', '0', '0', '3', '162', '0', '162', '0.192988785831008', '1\n']
['RNPEPL1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ROBO1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ROBO2', '1', '0', '0', '1', '47', '0', '47', '0.356840477541389', '1\n']
['ROCK1', '1', '0', '0', '1', '23', '0', '23', '0.198009461640459', '1\n']
['ROM1', '1', '0', '0', '1', '58', '0', '58', '0.41872640935772', '1\n']
['ROPN1', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['ROPN1B', '2', '0', '0', '2', '269', '0', '269', '0.710328683850844', '1\n']
['ROPN1L', '2', '0', '0', '2', '22', '0', '22', '0.0202097705438734', '1\n']
['ROS1', '1', '0', '0', '1', '157', '0', '157', '0.7662506873417', '1\n']
['RP1', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['RP1-170O19.20', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RP11-101E3.5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-1026M7.2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-1055B8.7', '3', '0', '0', '3', '248', '0', '248', '0.403587233065634', '1\n']
['RP11-108K14.8', '1', '0', '0', '1', '30', '0', '30', '0.248005124432272', '1\n']
['RP11-10J21.3', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['RP11-113D6.10', '2', '0', '0', '2', '341', '0', '341', '0.822409053146368', '1\n']
['RP11-127H5.1', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n', '161574']
['RP11-1396O13.13', '0', '0', '0', '0', '260', '0', '260', '1', '1\n']
['RP11-160N1.10', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RP11-162P23.2', '2', '0', '0', '2', '111', '0', '111', '0.276832162898161', '1\n']
['RP11-169F17.1', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RP11-17M16.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-180C1.1', '0', '0', '0', '0', '26', '0', '26', '1', '1\n']
['RP11-181C3.1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-187E13.2', '1', '0', '0', '1', '48', '0', '48', '0.362728491736153', '1\n']
['RP11-20I23.1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RP11-242G20.1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-272B17.2', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['RP11-293M10.1', '0', '0', '0', '0', '313', '0', '313', '1', '1\n']
['RP11-295K3.1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-297M9.1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RP11-298I3.5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-318A15.7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-321F6.1', '1', '0', '0', '1', '15', '0', '15', '0.136792852516357', '1\n']
['RP11-343C2.12', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RP11-362K2.2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-385D13.1', '4', '0', '0', '4', '201', '0', '201', '0.120175996882285', '1\n', 'ICGC_MB193']
['RP11-407N17.3', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['RP11-410N8.4', '0', '0', '0', '0', '52', '0', '52', '1', '1\n']
['RP11-451M19.3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-45H22.3', '1', '0', '0', '1', '15', '0', '15', '0.136792852516357', '1\n']
['RP11-467N20.5', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['RP11-480I12.4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-481A20.11', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RP11-503N18.3', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['RP11-520P18.5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-542P2.1', '3', '0', '0', '3', '27', '0', '27', '0.00258037790664389', '1\n']
['RP11-595B24.2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-597K23.2', '1', '0', '0', '1', '59', '0', '59', '0.424048369894871', '1\n']
['RP11-644F5.10', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-683L23.1', '4', '0', '0', '4', '132', '0', '132', '0.0369217590695489', '1\n']
['RP11-723O4.6', '2', '0', '0', '2', '14', '0', '14', '0.00922081126139681', '1\n', 'ICGC_MB166']
['RP11-724O16.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-738G5.2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-762I7.5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-766F14.2', '3', '0', '0', '3', '46', '0', '46', '0.0102996899173958', '1\n']
['RP11-77K12.1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-794P6.2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RP11-796G6.2', '3', '0', '0', '3', '106', '0', '106', '0.0789009347946835', '1\n']
['RP11-812E19.9', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-831H9.11', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RP11-834C11.12', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['RP11-849H4.2', '5', '0', '0', '5', '180', '0', '180', '0.0283887086703936', '1\n']
['RP11-872D17.8', '1', '0', '0', '1', '61', '0', '61', '0.434546692688715', '1\n']
['RP11-89N17.1', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['RP11-934B9.3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP11-944C7.1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RP11-944L7.5', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['RP11-977G19.10', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RP1L1', '6', '0', '0', '6', '77', '0', '77', '0.000120059559626463', '1\n']
['RP9', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RPA3', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['RPAP1', '2', '0', '0', '2', '49', '0', '49', '0.0795227158336531', '1\n']
['RPAP2', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RPAP3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPE', '0', '0', '0', '0', '12', '0', '12', '1', '1\n']
['RPE65', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['RPF1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPF2', '1', '0', '0', '1', '40', '0', '40', '0.314074172283229', '1\n']
['RPGRIP1L', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RPH3AL', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['RPL13A', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['RPL15', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPL19', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RPL22L1', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['RPL26L1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPL28', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPL36AL', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['RPL3L', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RPL4', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['RPN1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RPP25', '1', '0', '0', '1', '30', '0', '30', '0.248005124432272', '1\n']
['RPP30', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RPP38', '0', '0', '0', '0', '0', '0', '0', '1', '1\n', '135469']
['RPS16', '0', '0', '0', '0', '56', '0', '56', '1', '1\n']
['RPS19BP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RPS29', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
