['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLK12', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLK13', '1', '0', '0', '1', '157', '0', '157', '0.7662506873417', '1\n']
['KLK15', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLK2', '1', '0', '0', '1', '12', '0', '12', '0.112651683545657', '1\n']
['KLK3', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['KLK4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLK5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLK8', '1', '0', '0', '1', '15', '0', '15', '0.136792852516357', '1\n']
['KLK9', '1', '0', '0', '1', '104', '0', '104', '0.61928996262961', '1\n']
['KLKB1', '1', '0', '0', '1', '321', '0', '321', '0.948403517753186', '1\n']
['KLLN', '2', '0', '0', '2', '215', '0', '215', '0.591615707130956', '1\n']
['KLRC2', '1', '0', '0', '1', '60', '0', '60', '0.429321649377749', '1\n']
['KLRC3', '3', '0', '0', '3', '197', '0', '197', '0.27722870610075', '1\n']
['KLRC4', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KLRD1', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KLRF2', '1', '0', '0', '1', '146', '0', '146', '0.741342001879917', '1\n']
['KLRG1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLRG2', '3', '0', '0', '3', '273', '0', '273', '0.463533682538938', '1\n']
['KLRK1', '0', '0', '0', '0', '27', '0', '27', '1', '1\n']
['KMO', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KMT2C', '1', '0', '0', '1', '1063', '0', '1063', '0.999946000850703', '1\n', 'ICGC_MB142', 'ICGC_MB293']
['KMT2E', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KNCN', '0', '0', '0', '0', '122', '0', '122', '1', '1\n']
['KNDC1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KNG1', '3', '0', '0', '3', '92', '0', '92', '0.057006890129985', '1\n']
['KNOP1', '1', '0', '0', '1', '85', '0', '85', '0.546565182631868', '1\n']
['KNSTRN', '2', '0', '0', '2', '419', '0', '419', '0.898493107324765', '1\n']
['KNTC1', '6', '0', '0', '6', '10', '0', '10', '4.28865447593557e-09', '1\n']
['KPNA5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KPNA7', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['KPRP', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KPTN', '1', '0', '0', '1', '17', '0', '17', '0.152521307224677', '1\n']
['KRAS', '2', '0', '0', '2', '26', '0', '26', '0.0270225277660121', '1\n']
['KRBA1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRBA2', '3', '0', '0', '3', '121', '0', '121', '0.105753385233056', '1\n']
['KRCC1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KREMEN1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRI1', '2', '0', '0', '2', '6', '0', '6', '0.00225846259906012', '1\n']
['KRIT1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRT13', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['KRT14', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRT15', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['KRT17', '2', '0', '0', '2', '43', '0', '43', '0.0639684446815166', '1\n']
['KRT19', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRT2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRT20', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KRT23', '1', '0', '0', '1', '102', '0', '102', '0.612218981203155', '1\n']
['KRT24', '2', '0', '0', '2', '40', '0', '40', '0.0566287802249433', '1\n']
['KRT26', '6', '0', '0', '6', '510', '0', '510', '0.33504380594978', '1\n']
['KRT27', '3', '0', '0', '3', '6', '0', '6', '6.16041960270521e-05', '1\n']
['KRT3', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KRT31', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRT32', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KRT33A', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KRT33B', '0', '0', '1', '2', '81', '0', '81', '0.529568327107523', '0.009151065341517\n']
['KRT35', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KRT36', '2', '0', '0', '2', '435', '0', '435', '0.909765968767334', '1\n']
['KRT37', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['KRT38', '2', '0', '0', '2', '58', '0', '58', '0.104730737665852', '1\n']
['KRT39', '0', '0', '0', '0', '45', '0', '45', '1', '1\n']
['KRT4', '0', '0', '0', '0', '35', '0', '35', '1', '1\n']
['KRT6A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRT6B', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KRT6C', '4', '0', '0', '4', '667', '0', '667', '0.862834690610567', '1\n']
['KRT7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRT72', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['KRT73', '2', '0', '0', '2', '160', '0', '160', '0.437148594946525', '1\n']
['KRT74', '2', '0', '0', '2', '319', '0', '319', '0.793117004078998', '1\n']
['KRT75', '2', '0', '0', '2', '32', '0', '32', '0.0386929953391973', '1\n']
['KRT76', '2', '0', '0', '2', '51', '0', '51', '0.0849436199782137', '1\n']
['KRT77', '3', '0', '0', '3', '365', '0', '365', '0.655616387447277', '1\n']
['KRT79', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['KRT8', '1', '0', '0', '1', '66', '0', '66', '0.459963655281469', '1\n']
['KRT80', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRT82', '2', '0', '0', '2', '266', '0', '266', '0.704571940806854', '1\n']
['KRT83', '0', '0', '0', '0', '32', '0', '32', '1', '1\n']
['KRT84', '0', '0', '0', '0', '42', '0', '42', '1', '1\n']
['KRT9', '2', '0', '0', '2', '84', '0', '84', '0.186155401630841', '1\n']
['KRTAP1-1', '1', '0', '0', '1', '508', '0', '508', '0.990809517089355', '1\n']
['KRTAP10-1', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['KRTAP10-10', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRTAP10-11', '0', '0', '0', '0', '169', '0', '169', '1', '1\n']
['KRTAP10-12', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['KRTAP10-3', '3', '0', '0', '3', '535', '0', '535', '0.87050908942523', '1\n']
['KRTAP10-6', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KRTAP10-8', '0', '0', '0', '0', '78', '0', '78', '1', '1\n']
['KRTAP10-9', '4', '0', '0', '4', '14', '0', '14', '1.92649708611098e-05', '1\n']
['KRTAP12-4', '0', '0', '0', '0', '39', '0', '39', '1', '1\n']
['KRTAP13-1', '1', '0', '0', '1', '23', '0', '23', '0.198009461640459', '1\n']
['KRTAP16-1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRTAP19-1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRTAP19-3', '1', '0', '0', '1', '386', '0', '386', '0.971665754289513', '1\n']
['KRTAP19-5', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KRTAP19-6', '5', '0', '0', '5', '39', '0', '39', '5.13612223930329e-05', '1\n']
['KRTAP2-3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRTAP21-1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRTAP21-3', '2', '0', '0', '2', '11', '0', '11', '0.00610333598080231', '1\n']
['KRTAP24-1', '0', '0', '0', '0', '25', '0', '25', '1', '1\n']
['KRTAP27-1', '1', '0', '0', '1', '141', '0', '141', '0.729159610092266', '1\n']
['KRTAP29-1', '1', '0', '0', '1', '77', '0', '77', '0.511934968275653', '1\n']
['KRTAP4-12', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRTAP4-2', '0', '0', '0', '0', '258', '0', '258', '1', '1\n']
['KRTAP4-4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KRTAP4-5', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KRTAP4-7', '2', '0', '0', '2', '222', '0', '222', '0.608854313007294', '1\n']
['KRTAP4-9', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRTAP5-1', '2', '0', '0', '2', '466', '0', '466', '0.928345293391894', '1\n']
['KRTAP5-11', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['KRTAP5-5', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KRTAP5-8', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KRTAP6-1', '1', '0', '0', '1', '39', '0', '39', '0.307737058947684', '1\n']
['KRTAP6-2', '2', '0', '0', '2', '770', '0', '770', '0.993391314075399', '1\n']
['KRTAP9-1', '3', '0', '0', '3', '49', '0', '49', '0.0121082833324417', '1\n']
['KRTAP9-2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KRTAP9-4', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KRTAP9-6', '0', '0', '1', '2', '2', '0', '2', '0.0272029670944346', '0.009151065341517\n']
['KRTCAP3', '4', '0', '0', '4', '184', '0', '184', '0.0952115936434774', '1\n']
['KRTDAP', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KSR1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KSR2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KTN1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['KY', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KYNU', '4', '0', '1', '6', '38', '0', '38', '4.58700188370017e-05', '0.009151065341517\n']
['L1TD1', '9', '0', '0', '9', '73', '0', '73', '7.02098802204938e-08', '1\n']
['L2HGDH', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['L3MBTL1', '2', '0', '0', '2', '61', '0', '61', '0.11355731919741', '1\n']
['L3MBTL2', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['L3MBTL3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['L3MBTL4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LACE1', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['LACTB2', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['LACTBL1', '0', '0', '0', '0', '71', '0', '71', '1', '1\n']
['LAIR1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['LAIR2', '1', '0', '0', '1', '311', '0', '311', '0.943421087743149', '1\n']
['LAMA1', '3', '0', '0', '3', '7', '0', '7', '8.74053046159044e-05', '1\n']
['LAMA2', '4', '0', '0', '4', '29', '0', '29', '0.000230993580059102', '1\n']
['LAMA3', '4', '0', '0', '4', '82', '0', '82', '0.00818739488143687', '1\n']
['LAMA4', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['LAMA5', '3', '0', '0', '3', '2', '0', '2', '7.53776325222997e-06', '1\n']
['LAMB1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LAMB2', '3', '0', '0', '3', '5', '0', '5', '4.13518423781063e-05', '1\n']
['LAMB3', '2', '0', '0', '2', '136', '0', '136', '0.36044340022304', '1\n']
['LAMB4', '3', '0', '0', '3', '309', '0', '309', '0.544772729672339', '1\n']
['LAMC2', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['LAMC3', '2', '0', '0', '2', '15', '0', '15', '0.0103872990488327', '1\n']
['LAMP3', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['LAMTOR5', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['LANCL1', '1', '0', '0', '1', '36', '0', '36', '0.28837260519531', '1\n']
['LAP3', '0', '0', '0', '0', '12', '0', '12', '1', '1\n']
['LAPTM4B', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['LARP1', '1', '0', '0', '1', '44', '0', '44', '0.338848322884763', '1\n']
['LARP1B', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['LARP4', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['LARP7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LARS', '0', '0', '0', '0', '36', '0', '36', '1', '1\n']
['LARS2', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['LAT', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LAX1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LAYN', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['LBP', '2', '0', '0', '2', '51', '0', '51', '0.0849436199782137', '1\n']
['LBR', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LBX2', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['LCA5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LCA5L', '0', '0', '0', '0', '2', '0', '2', '1', '1\n', 'ICGC_MB302']
['LCE1A', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['LCE1C', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['LCE1F', '2', '0', '0', '2', '118', '0', '118', '0.300465166209637', '1\n']
['LCE2B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LCE2D', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LCE3C', '1', '0', '0', '1', '164', '0', '164', '0.780838774520186', '1\n']
['LCE3E', '1', '0', '0', '1', '74', '0', '74', '0.498277952114411', '1\n']
['LCE5A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LCE6A', '1', '0', '0', '1', '49', '0', '49', '0.368562652142548', '1\n']
['LCK', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LCLAT1', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['LCMT2', '3', '0', '0', '3', '54', '0', '54', '0.0155028160250508', '1\n']
['LCN1', '1', '0', '0', '1', '36', '0', '36', '0.28837260519531', '1\n']
['LCN10', '2', '0', '0', '2', '365', '0', '365', '0.850067603078586', '1\n']
['LCN12', '0', '0', '0', '0', '113', '0', '113', '1', '1\n']
['LCN15', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LCN6', '0', '0', '0', '0', '12', '0', '12', '1', '1\n']
['LCN9', '0', '0', '0', '0', '186', '0', '186', '1', '1\n']
['LCNL1', '1', '0', '0', '1', '60', '0', '60', '0.429321649377749', '1\n']
['LCP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LCT', '0', '0', '0', '0', '12', '0', '12', '1', '1\n']
['LDB3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LDHA', '1', '0', '0', '1', '140', '0', '140', '0.726655191010278', '1\n']
['LDHAL6A', '1', '0', '0', '1', '241', '0', '241', '0.892155134145354', '1\n']
['LDHAL6B', '3', '0', '0', '3', '186', '0', '186', '0.25020421423938', '1\n']
['LDHD', '1', '0', '0', '1', '40', '0', '40', '0.314074172283229', '1\n']
['LDLR', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['LDLRAD1', '2', '2', '0', '4', '560', '0', '560', '0.964985877188751', '0.000821464138581235\n']
['LDLRAD2', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LEAP2', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['LECT2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LEFTY1', '1', '0', '0', '1', '20', '0', '20', '0.175578762493543', '1\n']
['LEMD1', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['LENG1', '1', '0', '0', '1', '28', '0', '28', '0.234047189801166', '1\n']
['LENG9', '4', '0', '0', '4', '156', '0', '156', '0.0602438544004866', '1\n']
['LEPRE1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LEPREL1', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['LEPREL4', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LETM1', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['LETM2', '2', '0', '0', '2', '326', '0', '326', '0.802872047577221', '1\n']
['LEUTX', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LFNG', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LGALS12', '1', '0', '0', '1', '136', '0', '136', '0.716404008383686', '1\n']
['LGALS13', '2', '0', '0', '2', '320', '0', '320', '0.794536242973161', '1\n']
['LGALS14', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['LGALS3BP', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LGALS4', '1', '0', '0', '1', '12', '0', '12', '0.112651683545657', '1\n']
['LGALS8', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['LGALS9', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['LGALS9B', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['LGALS9C', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['LGALSL', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LGI1', '2', '0', '0', '2', '264', '0', '264', '0.700681357816438', '1\n']
['LHCGR', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['LHPP', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['LIAS', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LIFR', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['LIG1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LIG3', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['LIG4', '5', '0', '0', '5', '64', '0', '64', '0.000440266607132264', '1\n']
['LILRA1', '2', '0', '0', '2', '117', '0', '117', '0.297095344581475', '1\n']
['LILRA2', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['LILRA3', '1', '0', '0', '1', '59', '0', '59', '0.424048369894871', '1\n']
['LILRA5', '1', '0', '0', '1', '48', '0', '48', '0.362728491736153', '1\n']
['LILRA6', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LILRB1', '3', '0', '0', '3', '15', '0', '15', '0.000562730432581123', '1\n']
['LILRB3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['LILRB4', '2', '0', '0', '2', '168', '0', '168', '0.461604568199491', '1\n']
['LILRB5', '1', '0', '0', '1', '39', '0', '39', '0.307737058947684', '1\n']
['LIM2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LIMA1', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['LIME1', '2', '0', '0', '2', '156', '0', '156', '0.424695320517187', '1\n']
['LIMK2', '5', '0', '0', '5', '899', '0', '899', '0.916741240472093', '1\n']
['LIMS1', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['LIMS2', '2', '0', '0', '2', '18', '0', '18', '0.0142513888939774', '1\n']
['LIN37', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LIN54', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LIN7C', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LINC00346', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['LINC00692', '3', '0', '0', '3', '114', '0', '114', '0.0928147384597895', '1\n']
['LINC00955', '0', '0', '0', '0', '130', '0', '130', '1', '1\n']
['LINC00999', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LINC01098', '0', '0', '0', '0', '247', '0', '247', '1', '1\n']
['LINC01100', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['LINC01118', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['LINC01119', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LINGO4', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['LIPC', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['LIPE', '0', '0', '0', '0', '135', '0', '135', '1', '1\n']
['LIPI', '2', '0', '0', '2', '43', '0', '43', '0.0639684446815166', '1\n', 'ICGC_MB291']
['LIPJ', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['LIPK', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['LIPM', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['LIPN', '0', '0', '0', '0', '51', '0', '51', '1', '1\n']
['LIPT1', '2', '0', '0', '2', '236', '0', '236', '0.641654149799411', '1\n']
['LIX1', '1', '0', '0', '1', '28', '0', '28', '0.234047189801166', '1\n']
['LIX1L', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['LLGL2', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['LMAN1L', '3', '0', '0', '3', '489', '0', '489', '0.828564219849882', '1\n']
['LMAN2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LMAN2L', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['LMBR1L', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['LMBRD1', '6', '0', '0', '6', '118', '0', '118', '0.00103577499756239', '1\n']
['LMF1', '2', '0', '0', '2', '16', '0', '16', '0.0116153701258641', '1\n']
['LMF2', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['LMNA', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LMNB1', '0', '0', '0', '0', '173', '0', '173', '1', '1\n']
['LMO7', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['LMTK2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LMTK3', '1', '0', '0', '1', '120', '0', '120', '0.671412066059284', '1\n']
['LNX1', '3', '0', '0', '3', '58', '0', '58', '0.0185652716037957', '1\n']
['LONP2', '1', '0', '0', '1', '81', '0', '81', '0.529568327107523', '1\n']
['LOXHD1', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['LOXL1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LOXL3', '1', '0', '0', '1', '48', '0', '48', '0.362728491736153', '1\n']
['LOXL4', '4', '0', '0', '4', '151', '0', '151', '0.0548652775182526', '1\n']
['LPA', '5', '0', '0', '5', '1394', '0', '1394', '0.995970848939045', '1\n', '123396']
['LPAR3', '0', '0', '0', '0', '15', '0', '15', '1', '1\n']
['LPCAT2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LPCAT3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LPIN1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LPIN3', '7', '0', '0', '7', '210', '0', '210', '0.00411061466501511', '1\n']
['LPL', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['LPO', '4', '0', '0', '4', '316', '0', '316', '0.336617514574575', '1\n']
['LPP', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['LPPR3', '1', '0', '0', '1', '384', '0', '384', '0.97113820598331', '1\n']
['LPXN', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['LRCH1', '1', '0', '0', '1', '34', '0', '34', '0.275163251789021', '1\n']
['LRCH3', '1', '0', '0', '1', '52', '0', '52', '0.385746909290813', '1\n']
['LRFN2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LRFN4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LRG1', '0', '0', '0', '0', '17', '0', '17', '1', '1\n']
['LRGUK', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LRIF1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LRIG2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n', 'ICGC_MB159']
['LRIT1', '2', '0', '0', '2', '220', '0', '220', '0.603986217108557', '1\n']
['LRIT2', '1', '0', '0', '1', '117', '0', '117', '0.662214080889609', '1\n']
['LRLE1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['LRMP', '0', '0', '0', '0', '28', '0', '28', '1', '1\n']
